holiday,workingday,weather,temp,humidity,hour,month,weekday,windspeed_log,count
0.0,1.0,0.0,0.6530612244897959,0.65,20,6,3,0.7118171892413097,435.0
0.0,1.0,0.0,0.6326530612244897,0.89,21,9,3,0.6120159832974826,272.0
0.0,1.0,0.0,0.6122448979591837,0.53,4,8,4,0.5670379751602527,5.0
0.0,1.0,0.0,0.3061224489795918,0.7000000000000001,23,12,2,0.6120159832974826,51.0
0.0,0.0,0.0,0.7346938775510204,0.74,18,9,6,0.0,500.0
0.0,0.0,0.0,0.10204081632653061,0.54,8,1,5,0.5121747539102088,92.0
0.0,1.0,0.3333333333333333,0.6326530612244897,0.65,13,9,3,0.7378090764110621,189.0
0.0,0.0,0.3333333333333333,0.36734693877551017,0.66,11,10,6,0.7118171892413097,292.0
0.0,1.0,0.0,0.6326530612244897,0.78,22,9,1,0.5670379751602527,144.0
0.0,0.0,0.6666666666666667,0.18367346938775508,1.0,10,2,5,0.5670379751602527,34.0
0.0,1.0,0.0,0.4489795918367347,0.55,16,2,3,0.7378090764110621,229.0
0.0,1.0,0.6666666666666667,0.5306122448979592,0.88,5,9,1,0.7927445818554878,21.0
0.0,1.0,0.0,0.5306122448979592,0.88,4,5,2,0.0,4.0
0.0,1.0,0.3333333333333333,0.5918367346938775,0.6,13,9,0,0.0,177.0
0.0,1.0,0.3333333333333333,0.6938775510204082,0.7000000000000001,21,7,1,0.7378090764110621,196.0
0.0,1.0,0.3333333333333333,0.4081632653061224,0.77,14,4,2,0.7118171892413097,106.0
0.0,0.0,0.0,0.22448979591836735,0.87,10,2,5,0.5121747539102088,224.0
0.0,1.0,0.0,0.7551020408163265,0.62,10,7,0,0.6499165714828657,130.0
1.0,0.0,0.3333333333333333,0.18367346938775508,0.47000000000000003,15,1,0,0.6120159832974826,93.0
0.0,1.0,0.3333333333333333,0.7959183673469387,0.52,10,8,4,0.6499165714828657,249.0
0.0,1.0,0.0,0.20408163265306123,0.51,10,2,3,0.6828581167872255,97.0
0.0,1.0,0.0,0.5510204081632654,0.21,14,4,1,0.6828581167872255,311.0
0.0,1.0,0.6666666666666667,0.20408163265306123,0.93,2,1,2,0.5670379751602527,3.0
0.0,1.0,0.0,0.5918367346938775,0.78,2,9,1,0.0,2.0
0.0,1.0,0.0,0.4897959183673469,0.72,0,12,4,0.7722451012802903,72.0
0.0,0.0,0.0,0.2448979591836735,0.87,8,1,6,0.5121747539102088,14.0
0.0,0.0,0.0,0.7959183673469387,0.49,13,8,5,0.7927445818554878,569.0
0.0,1.0,0.6666666666666667,0.12244897959183676,0.8,1,2,3,0.5670379751602527,7.0
0.0,0.0,0.0,0.32653061224489793,0.42,1,1,6,0.6499165714828657,72.0
0.0,1.0,0.0,0.2653061224489796,0.48,21,11,4,0.6120159832974826,111.0
1.0,0.0,0.3333333333333333,0.6938775510204082,0.84,8,9,0,0.5121747539102088,127.0
0.0,1.0,0.6666666666666667,0.38775510204081626,0.87,8,2,3,0.0,445.0
0.0,1.0,0.0,0.8163265306122448,0.21,15,7,4,0.7118171892413097,381.0
0.0,1.0,0.0,0.7959183673469387,0.49,17,8,2,0.6120159832974826,837.0
0.0,0.0,0.0,0.2857142857142857,0.49,14,12,6,0.7378090764110621,219.0
0.0,1.0,0.0,0.5918367346938775,0.78,0,5,3,0.5670379751602527,79.0
0.0,0.0,0.3333333333333333,0.36734693877551017,0.76,9,1,6,0.6828581167872255,20.0
0.0,1.0,0.0,0.7346938775510204,0.7000000000000001,21,6,2,0.7378090764110621,190.0
0.0,1.0,0.0,0.7551020408163265,0.62,0,7,2,0.0,46.0
0.0,0.0,0.0,0.36734693877551017,0.46,5,4,6,0.0,12.0
0.0,1.0,0.0,0.6938775510204082,0.61,22,8,1,0.0,152.0
0.0,1.0,0.0,0.6122448979591837,0.53,23,6,4,0.7118171892413097,222.0
0.0,1.0,0.0,0.6530612244897959,0.6900000000000001,0,7,3,0.7498045648813844,46.0
0.0,0.0,0.0,0.22448979591836735,0.81,4,2,5,0.47935479054152785,6.0
0.0,1.0,0.0,0.4897959183673469,0.72,9,3,0,0.6120159832974826,331.0
0.0,1.0,0.0,0.7755102040816326,0.49,12,8,1,0.5670379751602527,300.0
0.0,1.0,0.3333333333333333,0.5918367346938775,0.4,19,3,3,0.8457491628521647,416.0
0.0,1.0,0.0,0.10204081632653061,0.39,22,2,3,0.0,51.0
0.0,0.0,0.6666666666666667,0.32653061224489793,0.87,1,10,6,0.7118171892413097,24.0
0.0,1.0,0.3333333333333333,0.14285714285714285,1.0,8,2,0,0.0,230.0
0.0,1.0,0.3333333333333333,0.6938775510204082,0.74,13,9,1,0.9085081366418731,114.0
0.0,1.0,0.0,0.38775510204081626,0.4,14,12,3,0.6828581167872255,150.0
0.0,1.0,0.0,0.2857142857142857,0.42,12,3,0,0.8292976920829547,96.0
0.0,1.0,0.3333333333333333,0.5918367346938775,0.6900000000000001,9,10,1,0.0,235.0
0.0,0.0,0.3333333333333333,0.6326530612244897,0.89,1,7,5,0.5121747539102088,53.0
0.0,1.0,0.6666666666666667,0.4081632653061224,0.9400000000000001,23,12,0,0.6828581167872255,47.0
0.0,1.0,0.3333333333333333,0.32653061224489793,0.61,10,11,3,0.7722451012802903,81.0
0.0,1.0,0.3333333333333333,0.4897959183673469,0.55,13,12,3,0.7927445818554878,164.0
0.0,0.0,0.0,0.6938775510204082,0.39,15,4,6,0.8117292224347721,617.0
0.0,1.0,0.0,0.6938775510204082,0.42,10,7,3,0.7118171892413097,127.0
0.0,1.0,0.0,0.5306122448979592,0.3,22,4,1,0.7118171892413097,162.0
0.0,1.0,0.0,0.4489795918367347,0.38,13,4,2,0.868460264627812,112.0
0.0,1.0,0.0,0.32653061224489793,0.49,11,12,3,0.7118171892413097,102.0
0.0,0.0,0.0,0.2448979591836735,0.87,4,11,5,0.5121747539102088,6.0
0.0,1.0,0.3333333333333333,0.7142857142857143,0.23,18,4,0,0.868460264627812,386.0
0.0,1.0,0.3333333333333333,0.4897959183673469,0.72,19,10,1,0.6120159832974826,514.0
0.0,1.0,0.3333333333333333,0.18367346938775508,0.59,4,1,3,0.47935479054152785,5.0
0.0,1.0,0.3333333333333333,0.6122448979591837,0.73,18,9,0,0.6120159832974826,774.0
0.0,1.0,0.6666666666666667,0.12244897959183676,0.86,20,2,2,0.6120159832974826,84.0
0.0,1.0,0.6666666666666667,0.22448979591836735,0.93,5,4,4,0.6828581167872255,12.0
0.0,1.0,0.3333333333333333,0.2857142857142857,0.49,2,11,3,0.6828581167872255,6.0
0.0,1.0,0.0,0.5918367346938775,0.8300000000000001,7,9,4,0.5121747539102088,259.0
0.0,1.0,0.0,0.5306122448979592,0.6,9,10,2,0.7498045648813844,219.0
0.0,1.0,0.0,0.22448979591836735,0.65,2,3,1,0.8117292224347721,4.0
0.0,1.0,0.3333333333333333,0.5510204081632654,0.73,5,10,0,0.7378090764110621,40.0
0.0,1.0,0.0,0.2857142857142857,0.7000000000000001,4,11,4,0.5121747539102088,7.0
0.0,1.0,0.0,0.3469387755102041,0.71,8,11,1,0.7118171892413097,419.0
0.0,0.0,0.0,0.6326530612244897,0.5700000000000001,10,9,6,0.7498045648813844,495.0
0.0,1.0,0.0,0.7142857142857143,0.74,22,7,0,0.5670379751602527,90.0
0.0,1.0,0.0,0.22448979591836735,0.38,16,1,3,0.7927445818554878,78.0
0.0,0.0,0.0,0.2448979591836735,0.41000000000000003,20,2,5,0.6828581167872255,40.0
1.0,0.0,0.0,0.08163265306122448,0.54,6,1,0,0.47935479054152785,13.0
0.0,0.0,0.0,0.18367346938775508,0.8,4,11,5,0.5670379751602527,7.0
0.0,1.0,0.3333333333333333,0.673469387755102,0.65,2,6,1,0.6499165714828657,6.0
0.0,1.0,0.3333333333333333,0.36734693877551017,0.54,20,11,3,0.7118171892413097,296.0
0.0,1.0,0.0,0.38775510204081626,0.43,0,4,1,0.5670379751602527,33.0
0.0,1.0,0.0,0.2448979591836735,0.41000000000000003,10,11,4,0.7378090764110621,115.0
0.0,1.0,0.0,0.38775510204081626,0.62,10,2,2,0.5670379751602527,133.0
0.0,1.0,0.0,0.6326530612244897,0.65,21,5,1,0.5670379751602527,282.0
0.0,1.0,0.6666666666666667,0.4897959183673469,1.0,5,10,2,0.5121747539102088,3.0
0.0,1.0,0.3333333333333333,0.7551020408163265,0.7000000000000001,9,7,4,0.7498045648813844,241.0
0.0,1.0,0.6666666666666667,0.42857142857142855,0.77,18,4,1,0.6828581167872255,224.0
0.0,1.0,0.0,0.6122448979591837,0.61,13,3,0,0.7118171892413097,263.0
0.0,0.0,0.0,0.7959183673469387,0.59,3,7,6,0.5121747539102088,35.0
0.0,0.0,0.0,0.6326530612244897,0.41000000000000003,13,9,6,0.6120159832974826,694.0
0.0,1.0,0.3333333333333333,0.3469387755102041,0.4,13,2,1,0.7118171892413097,173.0
0.0,0.0,0.0,0.38775510204081626,0.58,0,4,5,0.5670379751602527,96.0
0.0,1.0,0.0,0.6530612244897959,0.61,16,5,0,0.6828581167872255,269.0
0.0,0.0,0.3333333333333333,0.3469387755102041,0.87,9,12,6,0.5670379751602527,132.0
1.0,0.0,0.0,0.673469387755102,0.5700000000000001,12,4,0,0.7118171892413097,271.0
0.0,0.0,0.3333333333333333,0.36734693877551017,0.8200000000000001,19,10,5,0.6499165714828657,126.0
0.0,1.0,0.3333333333333333,0.5306122448979592,0.68,21,10,1,0.5670379751602527,206.0
1.0,0.0,0.0,0.5102040816326531,0.72,11,11,0,0.6120159832974826,367.0
0.0,1.0,0.0,0.6122448979591837,0.8300000000000001,20,10,3,0.7378090764110621,181.0
0.0,1.0,0.0,0.5510204081632654,0.64,17,10,0,0.5670379751602527,620.0
0.0,0.0,0.0,0.22448979591836735,0.6,10,12,6,0.7118171892413097,129.0
0.0,1.0,0.0,0.7142857142857143,0.58,9,8,4,0.5121747539102088,226.0
0.0,1.0,0.0,0.163265306122449,0.64,7,3,1,0.5670379751602527,128.0
0.0,1.0,0.0,0.32653061224489793,0.76,4,4,3,0.6499165714828657,1.0
0.0,1.0,0.0,0.5510204081632654,0.88,6,9,1,0.5121747539102088,122.0
0.0,1.0,0.0,0.36734693877551017,0.46,10,11,4,0.7498045648813844,204.0
0.0,1.0,0.0,0.5918367346938775,0.4,14,10,2,0.6120159832974826,271.0
0.0,0.0,0.0,0.5306122448979592,0.6,8,6,6,0.47935479054152785,140.0
0.0,1.0,0.3333333333333333,0.673469387755102,0.65,13,9,4,0.5670379751602527,279.0
0.0,1.0,0.0,0.673469387755102,0.5700000000000001,0,8,4,0.6120159832974826,88.0
0.0,1.0,0.0,0.2653061224489796,0.45,21,2,0,0.5670379751602527,147.0
0.0,1.0,0.0,0.10204081632653061,0.54,6,1,3,0.6120159832974826,86.0
0.0,1.0,0.3333333333333333,0.5306122448979592,0.77,5,5,0,0.6120159832974826,26.0
0.0,1.0,0.0,0.8571428571428571,0.44,12,7,1,0.7498045648813844,163.0
0.0,0.0,0.0,0.4081632653061224,0.77,3,5,5,0.47935479054152785,18.0
0.0,1.0,0.0,0.4693877551020408,0.41000000000000003,12,2,3,0.6828581167872255,101.0
1.0,0.0,0.0,0.2448979591836735,0.35000000000000003,10,1,0,0.7378090764110621,109.0
0.0,0.0,0.0,0.5918367346938775,0.43,9,9,5,0.8292976920829547,342.0
0.0,0.0,0.3333333333333333,0.3469387755102041,0.71,11,1,6,0.7118171892413097,70.0
0.0,1.0,0.3333333333333333,0.6938775510204082,0.84,5,9,3,0.6499165714828657,38.0
0.0,1.0,0.3333333333333333,0.6938775510204082,0.74,20,8,3,0.6499165714828657,286.0
0.0,1.0,0.0,0.2653061224489796,0.52,11,12,3,0.7118171892413097,106.0
0.0,1.0,0.0,0.42857142857142855,0.54,12,2,2,0.5121747539102088,179.0
0.0,0.0,0.0,0.5510204081632654,0.68,9,6,6,0.6120159832974826,274.0
0.0,1.0,0.0,0.22448979591836735,0.3,0,3,3,0.8535545605839374,13.0
0.0,0.0,0.0,0.7959183673469387,0.55,15,7,5,0.6120159832974826,560.0
0.0,1.0,0.0,0.42857142857142855,0.72,2,2,4,0.7378090764110621,7.0
0.0,0.0,0.0,0.6122448979591837,0.5,19,9,6,0.5670379751602527,403.0
0.0,1.0,0.6666666666666667,0.6530612244897959,0.8300000000000001,22,8,4,0.6499165714828657,213.0
0.0,0.0,0.3333333333333333,0.6530612244897959,0.89,22,9,5,0.0,78.0
0.0,0.0,0.0,0.7142857142857143,0.51,16,6,6,0.47935479054152785,398.0
0.0,1.0,0.3333333333333333,0.5510204081632654,0.78,23,3,0,0.5670379751602527,54.0
0.0,1.0,0.0,0.18367346938775508,0.6900000000000001,23,1,1,0.47935479054152785,11.0
0.0,0.0,0.3333333333333333,0.4081632653061224,1.0,9,3,6,0.7378090764110621,22.0
0.0,1.0,0.0,0.7551020408163265,0.55,13,9,2,0.7118171892413097,178.0
0.0,1.0,0.0,0.7959183673469387,0.24,18,7,4,0.7118171892413097,422.0
0.0,1.0,0.0,0.6530612244897959,0.61,15,5,3,0.6499165714828657,283.0
0.0,0.0,0.0,0.5918367346938775,0.46,8,6,5,0.47935479054152785,125.0
0.0,1.0,0.0,0.3469387755102041,0.81,22,11,0,0.47935479054152785,108.0
0.0,1.0,0.0,0.20408163265306123,0.55,3,12,3,0.6499165714828657,2.0
0.0,1.0,0.0,0.7142857142857143,0.37,11,7,3,0.6828581167872255,148.0
0.0,0.0,0.3333333333333333,0.5306122448979592,0.9400000000000001,14,5,5,0.5670379751602527,216.0
0.0,1.0,0.0,0.5510204081632654,0.26,16,4,4,0.7118171892413097,463.0
0.0,1.0,0.0,0.4693877551020408,0.55,18,4,3,0.7118171892413097,333.0
0.0,0.0,0.0,0.5510204081632654,0.52,23,6,5,0.5121747539102088,238.0
0.0,1.0,0.0,0.6530612244897959,0.5,11,9,3,0.6120159832974826,254.0
0.0,1.0,0.6666666666666667,0.5918367346938775,0.88,0,8,0,0.47935479054152785,25.0
0.0,0.0,0.3333333333333333,0.4693877551020408,0.59,14,3,5,0.7378090764110621,198.0
0.0,0.0,0.0,0.42857142857142855,0.77,4,9,6,0.6828581167872255,1.0
0.0,0.0,0.6666666666666667,0.4897959183673469,0.88,16,4,5,0.8535545605839374,33.0
0.0,1.0,0.0,0.2857142857142857,0.49,10,11,1,0.6499165714828657,230.0
0.0,1.0,0.0,0.5510204081632654,0.73,13,10,4,0.7927445818554878,132.0
0.0,1.0,0.3333333333333333,0.7551020408163265,0.58,14,8,2,0.6828581167872255,147.0
0.0,1.0,0.0,0.6326530612244897,0.89,0,9,4,0.5670379751602527,96.0
0.0,0.0,0.0,0.3469387755102041,0.66,6,4,6,0.8457491628521647,8.0
0.0,1.0,0.0,0.7346938775510204,0.66,20,8,4,0.7498045648813844,370.0
0.0,1.0,0.6666666666666667,0.7142857142857143,0.66,14,6,4,0.7378090764110621,254.0
0.0,1.0,0.3333333333333333,0.4489795918367347,0.9400000000000001,23,11,1,0.5121747539102088,80.0
0.0,1.0,0.0,0.20408163265306123,0.47000000000000003,5,1,2,0.6120159832974826,3.0
0.0,1.0,0.3333333333333333,0.7346938775510204,0.58,11,8,2,0.5121747539102088,122.0
0.0,1.0,0.3333333333333333,0.4489795918367347,0.59,12,12,3,0.868460264627812,157.0
0.0,1.0,0.0,0.42857142857142855,0.41000000000000003,10,10,3,0.7927445818554878,204.0
0.0,1.0,0.3333333333333333,0.42857142857142855,0.0,17,3,3,0.8117292224347721,111.0
0.0,1.0,0.3333333333333333,0.3061224489795918,0.49,11,12,2,0.6828581167872255,172.0
0.0,0.0,0.0,0.6530612244897959,0.5700000000000001,0,8,6,0.47935479054152785,187.0
0.0,1.0,0.3333333333333333,0.2857142857142857,0.65,7,2,2,0.6499165714828657,321.0
0.0,1.0,0.0,0.22448979591836735,0.38,15,1,3,0.7498045648813844,60.0
0.0,0.0,0.0,0.6938775510204082,0.7000000000000001,3,9,5,0.5121747539102088,35.0
0.0,1.0,0.0,0.4489795918367347,0.36,17,1,4,0.6828581167872255,476.0
0.0,0.0,0.0,0.12244897959183676,0.46,22,1,6,0.7498045648813844,15.0
0.0,0.0,0.6666666666666667,0.4897959183673469,0.63,22,4,6,0.5121747539102088,68.0
0.0,1.0,0.3333333333333333,0.6530612244897959,0.89,5,9,1,0.0,38.0
1.0,0.0,0.3333333333333333,0.163265306122449,0.43,14,1,0,0.5121747539102088,86.0
0.0,0.0,0.0,0.5510204081632654,0.56,0,6,6,0.5670379751602527,148.0
0.0,1.0,0.0,0.22448979591836735,0.81,8,12,4,0.0,385.0
0.0,1.0,0.3333333333333333,0.8979591836734694,0.35000000000000003,12,7,1,0.0,254.0
0.0,1.0,0.0,0.4081632653061224,0.67,7,10,1,0.47935479054152785,525.0
1.0,0.0,0.0,0.6530612244897959,0.89,4,9,0,0.47935479054152785,11.0
0.0,0.0,0.0,0.2448979591836735,0.56,0,1,6,0.0,39.0
0.0,1.0,0.3333333333333333,0.5306122448979592,0.81,9,9,1,0.8292976920829547,185.0
0.0,1.0,0.0,0.2448979591836735,0.65,7,11,4,0.5670379751602527,341.0
0.0,0.0,0.0,0.32653061224489793,0.49,16,2,6,0.5121747539102088,157.0
0.0,1.0,0.0,0.7959183673469387,0.59,19,6,1,0.6828581167872255,514.0
0.0,1.0,0.0,0.4489795918367347,0.63,7,4,0,0.0,168.0
1.0,0.0,0.0,0.673469387755102,0.74,3,7,2,0.6499165714828657,32.0
0.0,0.0,0.3333333333333333,0.3469387755102041,0.93,4,12,5,0.0,12.0
0.0,1.0,0.0,0.4081632653061224,0.58,19,5,2,0.7927445818554878,296.0
0.0,1.0,0.0,0.7551020408163265,0.37,12,6,0,0.6120159832974826,153.0
0.0,0.0,0.3333333333333333,0.42857142857142855,0.77,22,12,6,0.6499165714828657,96.0
0.0,1.0,0.0,0.20408163265306123,0.37,14,2,3,0.8117292224347721,47.0
0.0,0.0,0.3333333333333333,0.6326530612244897,0.78,6,7,5,0.47935479054152785,35.0
0.0,0.0,0.3333333333333333,0.4081632653061224,0.71,12,10,6,0.0,392.0
0.0,1.0,0.0,0.08163265306122448,0.54,6,1,4,0.0,17.0
0.0,1.0,0.0,0.5918367346938775,0.49,9,6,2,0.0,207.0
0.0,0.0,0.0,0.3061224489795918,0.33,7,4,5,0.7378090764110621,54.0
0.0,1.0,0.3333333333333333,0.36734693877551017,0.5,16,12,1,0.6828581167872255,358.0
0.0,1.0,0.0,0.6122448979591837,0.25,20,5,4,0.5670379751602527,341.0
0.0,0.0,0.0,0.4081632653061224,0.54,18,3,5,0.6120159832974826,145.0
0.0,1.0,0.3333333333333333,0.5510204081632654,0.8300000000000001,9,4,0,0.7378090764110621,165.0
0.0,1.0,0.0,0.6326530612244897,0.38,18,5,4,0.6828581167872255,669.0
0.0,1.0,0.3333333333333333,0.5102040816326531,0.9400000000000001,7,5,1,0.7118171892413097,151.0
0.0,1.0,0.0,0.32653061224489793,0.61,3,4,4,0.6120159832974826,11.0
0.0,1.0,0.3333333333333333,0.4693877551020408,0.6900000000000001,12,10,1,0.6499165714828657,260.0
0.0,1.0,0.0,0.14285714285714285,0.55,4,1,1,0.7118171892413097,5.0
0.0,1.0,0.3333333333333333,0.5510204081632654,0.68,20,10,3,0.7118171892413097,387.0
0.0,1.0,0.3333333333333333,0.16326530612244897,0.86,0,1,1,0.7556284706403111,0.0
0.0,1.0,0.0,0.2448979591836735,0.33,11,1,2,0.7722451012802903,46.0
0.0,1.0,0.0,0.4081632653061224,0.77,8,5,4,0.7118171892413097,450.0
0.0,0.0,0.0,0.22448979591836735,0.7000000000000001,7,11,5,0.6499165714828657,78.0
0.0,0.0,0.6666666666666667,0.7346938775510204,0.74,15,9,6,0.5670379751602527,355.0
0.0,1.0,0.0,0.3469387755102041,0.34,13,12,3,0.6499165714828657,271.0
0.0,1.0,0.0,0.6326530612244897,0.89,23,9,3,0.6120159832974826,169.0
0.0,1.0,0.0,0.3061224489795918,0.7000000000000001,21,2,0,0.0,78.0
0.0,0.0,0.0,0.7959183673469387,0.49,13,7,6,0.7498045648813844,472.0
0.0,0.0,0.6666666666666667,0.5714285714285714,0.49,17,5,6,0.7378090764110621,351.0
0.0,1.0,0.0,0.42857142857142855,0.35000000000000003,23,4,0,0.6120159832974826,66.0
0.0,1.0,0.3333333333333333,0.3469387755102041,0.62,9,12,3,0.7378090764110621,280.0
0.0,1.0,0.0,0.36734693877551017,0.46,19,1,1,0.5121747539102088,281.0
0.0,1.0,0.0,0.04081632653061225,0.45,3,2,2,0.5670379751602527,2.0
0.0,0.0,0.6666666666666667,0.2653061224489796,0.81,1,2,5,0.5670379751602527,45.0
0.0,1.0,0.3333333333333333,0.7142857142857143,0.79,8,6,2,0.6499165714828657,454.0
0.0,1.0,0.0,0.7142857142857143,0.34,16,3,1,0.8117292224347721,365.0
0.0,1.0,0.3333333333333333,0.3469387755102041,0.81,10,3,2,0.6120159832974826,68.0
0.0,1.0,0.0,0.8163265306122448,0.43,15,7,1,0.0,162.0
0.0,1.0,0.0,0.7551020408163265,0.55,1,7,2,0.0,12.0
0.0,1.0,0.0,0.3061224489795918,0.61,8,4,2,0.6828581167872255,325.0
0.0,1.0,0.0,0.6122448979591837,0.5,10,9,0,0.7378090764110621,210.0
0.0,0.0,0.3333333333333333,0.36734693877551017,0.8200000000000001,16,4,5,0.0,191.0
0.0,1.0,0.0,0.5510204081632654,0.49,20,6,1,0.6828581167872255,415.0
0.0,1.0,0.3333333333333333,0.6938775510204082,0.58,21,8,3,0.6120159832974826,336.0
0.0,0.0,0.0,0.6938775510204082,0.79,22,7,5,0.6499165714828657,225.0
0.0,1.0,0.3333333333333333,0.32653061224489793,0.87,16,1,2,0.7118171892413097,118.0
0.0,1.0,0.3333333333333333,0.22448979591836735,0.85,6,3,2,0.5121747539102088,49.0
0.0,0.0,0.0,0.2448979591836735,0.7000000000000001,8,11,5,0.6499165714828657,101.0
0.0,1.0,0.0,0.6326530612244897,0.89,6,7,2,0.5670379751602527,185.0
0.0,1.0,0.0,0.36734693877551017,0.5,13,12,4,0.6499165714828657,168.0
0.0,0.0,0.3333333333333333,0.7346938775510204,0.66,12,7,5,0.47935479054152785,499.0
0.0,1.0,0.0,0.6326530612244897,0.36,15,5,3,0.7118171892413097,316.0
0.0,1.0,0.0,0.38775510204081626,0.46,15,4,1,0.8535545605839374,68.0
0.0,1.0,0.0,0.4693877551020408,0.77,1,10,2,0.6120159832974826,11.0
0.0,1.0,0.0,0.32653061224489793,0.46,15,4,4,0.8292976920829547,111.0
0.0,0.0,0.0,0.7551020408163265,0.45,15,7,5,0.7722451012802903,428.0
0.0,0.0,0.3333333333333333,0.4693877551020408,0.55,14,4,6,0.6828581167872255,561.0
0.0,1.0,0.0,0.7142857142857143,0.42,14,5,2,0.47935479054152785,263.0
0.0,1.0,0.0,0.4489795918367347,0.36,11,4,4,0.5670379751602527,233.0
0.0,0.0,0.0,0.5306122448979592,0.56,1,6,6,0.5670379751602527,121.0
0.0,1.0,0.0,0.42857142857142855,0.51,19,10,3,0.5670379751602527,743.0
0.0,0.0,0.0,0.3061224489795918,0.7000000000000001,9,11,6,0.7118171892413097,204.0
1.0,0.0,0.0,0.8163265306122448,0.46,11,7,2,0.5670379751602527,485.0
0.0,1.0,0.0,0.4693877551020408,0.63,11,12,1,0.6828581167872255,269.0
0.0,1.0,0.0,0.8775510204081632,0.44,17,7,1,0.7378090764110621,428.0
0.0,0.0,0.0,0.6122448979591837,0.46,12,10,6,0.7722451012802903,562.0
0.0,0.0,0.0,0.42857142857142855,0.44,19,2,5,0.6120159832974826,188.0
0.0,0.0,0.3333333333333333,0.6530612244897959,0.5,19,5,6,0.8292976920829547,339.0
0.0,0.0,0.6666666666666667,0.38775510204081626,0.8200000000000001,16,10,6,0.6120159832974826,333.0
0.0,1.0,0.0,0.5918367346938775,0.73,17,5,2,0.7118171892413097,729.0
0.0,0.0,0.0,0.5918367346938775,0.4,21,6,5,0.5121747539102088,316.0
0.0,1.0,0.0,0.6530612244897959,0.8300000000000001,1,8,2,0.47935479054152785,33.0
0.0,1.0,0.0,0.36734693877551017,0.46,18,12,1,0.7722451012802903,525.0
0.0,0.0,0.0,0.2857142857142857,0.65,4,10,5,0.6120159832974826,11.0
0.0,0.0,0.3333333333333333,0.6530612244897959,0.6900000000000001,9,9,5,0.7118171892413097,201.0
0.0,1.0,0.3333333333333333,0.36734693877551017,0.54,16,12,2,0.5121747539102088,245.0
0.0,1.0,0.3333333333333333,0.6938775510204082,0.58,23,7,2,0.7118171892413097,152.0
0.0,1.0,0.0,0.7551020408163265,0.29,11,8,4,0.0,156.0
0.0,1.0,0.6666666666666667,0.5102040816326531,0.77,0,5,2,0.6120159832974826,27.0
0.0,1.0,0.0,0.5306122448979592,0.32,0,4,2,0.6120159832974826,38.0
0.0,1.0,0.0,0.5306122448979592,0.73,2,10,4,0.47935479054152785,11.0
0.0,1.0,0.0,0.6326530612244897,0.61,23,7,4,0.6120159832974826,167.0
0.0,1.0,0.3333333333333333,0.5918367346938775,0.88,1,8,0,0.5670379751602527,10.0
0.0,1.0,0.0,0.4489795918367347,0.72,5,9,1,0.47935479054152785,44.0
0.0,1.0,0.6666666666666667,0.5306122448979592,0.9400000000000001,4,10,2,0.8117292224347721,7.0
0.0,1.0,0.0,0.7346938775510204,0.58,12,8,0,0.7378090764110621,178.0
0.0,1.0,0.0,0.10204081632653061,0.5,0,1,0,0.7378090764110621,5.0
0.0,0.0,0.0,0.6530612244897959,0.78,7,7,5,0.6499165714828657,71.0
